latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-13.32845,132.95618,319.48,1.07,1.03,2024-05-21,0054,T,66,6.1NRT,299.83,12.32,D
-13.25835,132.3201,337.5,1.02,1.01,2024-05-21,0054,T,89,6.1NRT,300.69,33.9,D
-13.34676,132.95349,364.47,1.07,1.03,2024-05-21,0054,T,100,6.1NRT,302.94,101.25,D
-13.34811,132.9632,338.92,1.07,1.03,2024-05-21,0054,T,90,6.1NRT,301.57,37.76,D
-13.26733,132.31882,321.23,1.02,1.01,2024-05-21,0054,T,75,6.1NRT,300.26,13.05,D
-13.26864,132.32809,349.11,1.02,1.01,2024-05-21,0054,T,95,6.1NRT,302.59,55.9,D
-13.26995,132.33739,367.24,1.03,1.01,2024-05-21,0054,T,100,6.1NRT,305.73,103.88,D
-13.27126,132.34666,356.36,1.03,1.01,2024-05-21,0054,T,98,6.1NRT,304.92,73.07,D
-13.41099,133.21426,316.57,1.1,1.04,2024-05-21,0054,T,70,6.1NRT,299.58,11.3,D
-13.4652,133.00958,310.92,1.08,1.04,2024-05-21,0054,T,57,6.1NRT,297.99,6.96,D
-13.55655,133.67508,311.96,1.15,1.07,2024-05-21,0054,T,62,6.1NRT,297.33,8.03,D
-13.55797,133.68558,318.17,1.15,1.07,2024-05-21,0054,T,73,6.1NRT,297.51,14.25,D
-13.57751,133.75792,309.87,1.16,1.07,2024-05-21,0054,T,57,6.1NRT,297.92,6.24,D
-13.59741,133.72781,315.39,1.16,1.07,2024-05-21,0054,T,69,6.1NRT,299.82,12.2,D
-13.37994,131.94249,317.21,1.01,1,2024-05-21,0054,T,70,6.1NRT,300.31,9.69,D
-13.38124,131.95163,320.75,1.01,1,2024-05-21,0054,T,75,6.1NRT,302.06,13.16,D
-13.39016,131.95033,325.01,1.01,1,2024-05-21,0054,T,67,6.1NRT,303.19,16.32,D
-13.47893,132.51404,327.61,1.04,1.02,2024-05-21,0054,T,82,6.1NRT,301.91,20.7,D
-13.48797,132.51274,315.26,1.04,1.02,2024-05-21,0054,T,52,6.1NRT,299.98,7.73,D
-13.41039,131.90073,316.93,1.01,1,2024-05-21,0054,T,40,6.1NRT,301.56,7.13,D
-13.41799,131.8903,317.07,1.01,1,2024-05-21,0054,T,24,6.1NRT,301.94,7.62,D
-13.30621,131.05383,316.34,1,1,2024-05-21,0054,T,68,6.1NRT,298.21,9.28,D
-13.30753,131.06293,312.92,1,1,2024-05-21,0054,T,47,6.1NRT,299.25,6.29,D
-13.44767,131.96352,319.1,1.01,1.01,2024-05-21,0054,T,27,6.1NRT,302.83,9.52,D
-13.33235,131.09921,328.18,1,1,2024-05-21,0054,T,82,6.1NRT,301.73,21.4,D
-13.34293,131.17172,320.36,1,1,2024-05-21,0054,T,75,6.1NRT,301.5,12.2,D
-13.51123,132.3502,310.79,1.03,1.01,2024-05-21,0054,T,37,6.1NRT,300.38,3.73,D
-13.51254,132.35956,314.02,1.03,1.01,2024-05-21,0054,T,65,6.1NRT,300.67,6.07,D
-13.34123,131.09792,335.38,1,1,2024-05-21,0054,T,87,6.1NRT,299.86,31.07,D
-13.34256,131.10698,331.1,1,1,2024-05-21,0054,T,85,6.1NRT,300.32,24.77,D
-13.34388,131.11604,312.02,1,1,2024-05-21,0054,T,18,6.1NRT,299.06,5.43,D
-13.46032,131.9243,330.6,1.01,1,2024-05-21,0054,T,84,6.1NRT,302.77,22.36,D
-13.46162,131.93344,335.82,1.01,1,2024-05-21,0054,T,88,6.1NRT,304.5,28.8,D
-13.33816,131.01482,317.93,1,1,2024-05-21,0054,T,43,6.1NRT,298.16,10.47,D
-13.35276,131.11473,333.51,1,1,2024-05-21,0054,T,86,6.1NRT,299.76,27.06,D
-13.47184,131.9413,319.03,1.01,1,2024-05-21,0054,T,46,6.1NRT,301.63,9.8,D
-13.47314,131.95044,320.87,1.01,1,2024-05-21,0054,T,45,6.1NRT,301.58,11.53,D
-13.30012,130.69424,310.26,1.01,1.01,2024-05-21,0054,T,48,6.1NRT,299.35,5.05,D
-13.34704,131.0135,344.7,1,1,2024-05-21,0054,T,93,6.1NRT,300.24,44.59,D
-13.36164,131.11342,338.74,1,1,2024-05-21,0054,T,90,6.1NRT,300.19,34.8,D
-13.28868,130.55505,327.97,1.02,1.01,2024-05-21,0054,T,80,6.1NRT,299.35,19.94,D
-13.37052,131.11209,324.25,1,1,2024-05-21,0054,T,70,6.1NRT,298.61,16.58,D
-13.37184,131.12117,348.79,1,1,2024-05-21,0054,T,95,6.1NRT,301.6,53.18,D
-13.29899,130.56291,316.23,1.02,1.01,2024-05-21,0054,T,23,6.1NRT,298.6,8.36,D
-13.30035,130.57213,323.34,1.02,1.01,2024-05-21,0054,T,64,6.1NRT,301.66,14.03,D
-13.38204,131.12892,338.52,1,1,2024-05-21,0054,T,60,6.1NRT,299.51,32.69,D
-13.3093,130.57077,358.48,1.02,1.01,2024-05-21,0054,T,99,6.1NRT,300.41,76.6,D
-13.31066,130.57999,339.18,1.02,1.01,2024-05-21,0054,T,87,6.1NRT,300.65,34.36,D
-13.36972,130.98225,313.74,1,1,2024-05-21,0054,T,62,6.1NRT,297.91,7.57,D
-13.37105,130.99135,322.11,1,1,2024-05-21,0054,T,77,6.1NRT,298.72,14.74,D
-13.39092,131.12759,357.48,1,1,2024-05-21,0054,T,99,6.1NRT,301.6,72.69,D
-13.39224,131.13667,324.95,1,1,2024-05-21,0054,T,56,6.1NRT,298.41,16.35,D
-13.8076,134.10005,313.92,1.22,1.1,2024-05-21,0054,T,67,6.1NRT,298.73,10.55,D
-13.34389,130.74382,313.06,1.01,1,2024-05-21,0054,T,63,6.1NRT,300.4,7.21,D
-13.40112,131.13535,321.62,1,1,2024-05-21,0054,T,24,6.1NRT,297.86,12.86,D
-13.82188,134.1322,309.33,1.23,1.1,2024-05-21,0054,T,44,6.1NRT,297.8,5.72,D
-13.33125,130.5957,321.69,1.02,1.01,2024-05-21,0054,T,63,6.1NRT,297.83,13.6,D
-13.39559,130.96307,314.94,1,1,2024-05-21,0054,T,23,6.1NRT,297.25,7.93,D
-13.41953,131.12657,317.57,1,1,2024-05-21,0054,T,46,6.1NRT,297.91,9.92,D
-13.42085,131.13564,326.99,1,1,2024-05-21,0054,T,81,6.1NRT,298.55,19.22,D
-13.35459,130.62373,330.56,1.01,1.01,2024-05-21,0054,T,84,6.1NRT,301.37,24.29,D
-13.36004,130.66048,318.18,1.01,1.01,2024-05-21,0054,T,19,6.1NRT,299.33,9.78,D
-13.40448,130.96175,319.14,1,1,2024-05-21,0054,T,73,6.1NRT,297.74,12.26,D
-13.42841,131.12524,346.11,1,1,2024-05-21,0054,T,94,6.1NRT,300.31,49.31,D
-13.42973,131.13432,315.66,1,1,2024-05-21,0054,T,29,6.1NRT,298,8.18,D
-13.44917,131.20554,322.65,1,1,2024-05-21,0054,T,46,6.1NRT,298.05,13.54,D
-13.45049,131.2146,340.44,1,1,2024-05-21,0054,T,91,6.1NRT,300.65,36.72,D
-13.81661,133.84822,310.18,1.18,1.08,2024-05-21,0054,T,58,6.1NRT,298.71,6.99,D
-13.45673,131.19514,330.05,1,1,2024-05-21,0054,T,19,6.1NRT,300.33,22,D
-13.46068,131.22235,351.06,1,1,2024-05-21,0054,T,95,6.1NRT,300.86,55.94,D
-13.462,131.2314,326.77,1,1,2024-05-21,0054,T,67,6.1NRT,299.28,18.24,D
-13.67267,132.71591,322.16,1.06,1.03,2024-05-21,0054,T,65,6.1NRT,301.54,13.89,D
-13.39763,130.72971,331.73,1.01,1,2024-05-21,0054,T,60,6.1NRT,301.86,23.55,D
-13.4656,131.19383,337.46,1,1,2024-05-21,0054,T,74,6.1NRT,301.28,32.62,D
-13.46956,131.22104,352.35,1,1,2024-05-21,0054,T,96,6.1NRT,301.96,59.55,D
-13.47087,131.23009,319.48,1,1,2024-05-21,0054,T,52,6.1NRT,299.61,11.64,D
-13.40655,130.72836,322.11,1.01,1,2024-05-21,0054,T,38,6.1NRT,299.1,12.41,D
-13.4079,130.73752,323.86,1.01,1,2024-05-21,0054,T,54,6.1NRT,301.48,14.89,D
-13.46259,131.11087,322.71,1,1,2024-05-21,0054,T,77,6.1NRT,299.74,14.98,D
-13.47448,131.19252,323.06,1,1,2024-05-21,0054,T,62,6.1NRT,298.23,14.55,D
-13.47975,131.22878,326.17,1,1,2024-05-21,0054,T,81,6.1NRT,299.08,19.31,D
-13.51911,131.50073,326.44,1,1,2024-05-21,0054,T,64,6.1NRT,301.66,17.1,D
-13.46883,131.0914,330.37,1,1,2024-05-21,0054,T,77,6.1NRT,299.07,23.04,D
-13.47015,131.10048,330.14,1,1,2024-05-21,0054,T,84,6.1NRT,299.78,23.26,D
