latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
26.23065,89.00853,318.5,1.06,1.03,2024-05-21,0402,T,34,6.1NRT,298.58,7.04,D
24.23932,90.39349,317.59,1,1,2024-05-21,0402,T,53,6.1NRT,298.58,6.41,D
23.77627,86.39196,328.79,1.32,1.14,2024-05-21,0402,T,72,6.1NRT,300.53,18.01,D
23.82855,84.93037,327,1.65,1.26,2024-05-21,0402,T,71,6.1NRT,304.67,18.26,D
23.82879,84.92343,326.27,1.65,1.26,2024-05-21,0402,T,63,6.1NRT,304.93,17.35,D
20.9,92.47498,338.81,1.25,1.11,2024-05-21,0404,T,89,6.1NRT,298.46,44.59,D
22.0393,83.73461,323.26,1.9,1.35,2024-05-21,0404,T,69,6.1NRT,300.26,19,D
20.03357,93.523,322.33,1.5,1.21,2024-05-21,0404,T,47,6.1NRT,299.73,16.36,D
20.79578,85.25697,323.8,1.43,1.18,2024-05-21,0404,T,70,6.1NRT,303.29,13.93,D
17.12224,95.66885,316.32,2.46,1.51,2024-05-21,0404,T,0,6.1NRT,290.75,27.31,D
16.24917,94.78545,315.77,2.19,1.43,2024-05-21,0404,T,19,6.1NRT,291.68,16.72,D
16.21853,94.73919,315.92,2.17,1.43,2024-05-21,0404,T,0,6.1NRT,291.59,18.16,D
15.92258,95.21732,310.22,2.4,1.49,2024-05-21,0404,T,0,6.1NRT,285.08,14.42,D
16.85091,82.19305,320.02,2.09,1.41,2024-05-21,0404,T,28,6.1NRT,295.15,19.29,D
60.84149,97.37411,303.3,3.13,1.68,2024-05-21,0529,T,52,6.1NRT,285.27,36.42,D
60.84172,97.36975,307.13,3.13,1.68,2024-05-21,0529,T,61,6.1NRT,285.44,49.62,D
60.42615,96.52714,335.34,3.06,1.66,2024-05-21,0529,T,89,6.1NRT,286.99,192.47,D
60.44677,96.23524,304.18,2.99,1.64,2024-05-21,0529,T,58,6.1NRT,287.51,32.15,D
60.43185,96.28357,307.24,3,1.65,2024-05-21,0529,T,65,6.1NRT,288,41.38,D
60.44638,96.22747,302.86,2.99,1.64,2024-05-21,0529,T,54,6.1NRT,287.32,29.68,D
60.43166,96.27596,313.56,3,1.65,2024-05-21,0529,T,74,6.1NRT,288.37,64.97,D
63.43426,80.53294,301.05,1,1,2024-05-21,0529,T,44,6.1NRT,280.46,7.45,D
61.98493,68.56245,307.06,1.8,1.32,2024-05-21,0529,T,65,6.1NRT,293.44,12.75,D
61.98282,68.59647,305.59,1.8,1.31,2024-05-21,0529,T,62,6.1NRT,293.01,11.13,D
61.0997,70.18623,305.16,1.53,1.22,2024-05-21,0531,T,61,6.1NRT,292.44,9.02,D
60.72052,72.52367,311.57,1.27,1.12,2024-05-21,0531,T,71,6.1NRT,291.21,13.12,D
60.7107,72.51984,305.83,1.27,1.12,2024-05-21,0531,T,55,6.1NRT,291.23,7.56,D
59.86833,68.88613,305.02,1.65,1.26,2024-05-21,0531,T,0,6.1NRT,292.55,8.46,D
59.04984,71.8689,303.53,1.26,1.12,2024-05-21,0531,T,53,6.1NRT,292.62,5.48,D
57.94181,60.04586,310.73,3.68,1.8,2024-05-21,0531,T,50,6.1NRT,298,37.97,D
53.09387,59.77357,308.54,3.6,1.78,2024-05-21,0533,T,58,6.1NRT,295.63,27.83,D
53.08438,59.76728,307.66,3.6,1.78,2024-05-21,0533,T,59,6.1NRT,295.44,25.45,D
9.54554,112.88535,315.78,1.28,1.12,2024-05-21,0644,A,36,6.1NRT,296.96,12.54,D
11.50408,107.48039,316.14,1.09,1.04,2024-05-21,0644,A,56,6.1NRT,295.47,6.71,D
45.87394,127.75199,325.54,1.13,1.06,2024-05-21,0514,A,77,6.1NRT,307.21,13.09,D
46.69591,132.63887,314.89,1.96,1.37,2024-05-21,0514,A,49,6.1NRT,299.99,18.38,D
46.6922,132.5882,325.04,1.95,1.36,2024-05-21,0514,A,81,6.1NRT,299.56,45.39,D
47.59994,126.81628,316.27,1.1,1.05,2024-05-21,0514,A,74,6.1NRT,278.97,14.11,D
47.20824,121.63566,323.96,1.08,1.04,2024-05-21,0514,A,77,6.1NRT,301.24,11.95,D
48.90616,135.08478,345.71,2.82,1.6,2024-05-21,0514,A,68,6.1NRT,288.45,208.04,D
48.90798,135.08028,345.19,2.82,1.6,2024-05-21,0514,A,76,6.1NRT,288.43,203.17,D
48.9223,135.07857,320.78,2.82,1.6,2024-05-21,0514,A,33,6.1NRT,282.84,53.26,D
49.89736,135.9537,318.75,3.19,1.69,2024-05-21,0516,A,54,6.1NRT,294.59,58.56,D
49.89573,135.91078,315.01,3.18,1.69,2024-05-21,0516,A,17,6.1NRT,296.46,39.73,D
49.92772,135.9534,335.91,3.19,1.69,2024-05-21,0516,A,68,6.1NRT,295.76,154.55,D
49.92599,135.90974,341.11,3.18,1.69,2024-05-21,0516,A,86,6.1NRT,298.2,199.26,D
49.92425,135.86613,340.81,3.16,1.68,2024-05-21,0516,A,83,6.1NRT,297.19,195.29,D
49.89647,135.94542,323.06,3.19,1.69,2024-05-21,0516,A,68,6.1NRT,294.9,81.1,D
49.92681,135.9451,342.32,3.19,1.69,2024-05-21,0516,A,80,6.1NRT,296.52,208.2,D
49.92528,135.90123,343.17,3.18,1.69,2024-05-21,0516,A,91,6.1NRT,298.23,218.94,D
49.92374,135.85765,330.6,3.16,1.68,2024-05-21,0516,A,44,6.1NRT,296.83,115.92,D
49.94351,135.98807,376.18,3.21,1.7,2024-05-21,0516,A,100,6.1NRT,293.38,709.8,D
49.94196,135.94417,385.4,3.19,1.69,2024-05-21,0516,A,100,6.1NRT,301.37,915.03,D
49.95869,135.98715,405.79,3.21,1.7,2024-05-21,0516,A,100,6.1NRT,296.36,1542.78,D
49.9571,135.94292,403.84,3.19,1.69,2024-05-21,0516,A,100,6.1NRT,300.8,1462.02,D
49.9704,135.98172,351.92,3.21,1.7,2024-05-21,0516,A,97,6.1NRT,291.63,335.24,D
49.96899,135.93741,330.95,3.19,1.69,2024-05-21,0516,A,84,6.1NRT,293.2,136.28,D
50.07573,135.22734,342.32,2.94,1.63,2024-05-21,0516,A,78,6.1NRT,293.81,211.43,D
50.10579,135.18059,322.25,2.93,1.63,2024-05-21,0516,A,47,6.1NRT,288.42,80.79,D
50.15143,135.22037,340.26,2.94,1.63,2024-05-21,0516,A,67,6.1NRT,285.62,194.94,D
50.14967,135.18045,330.09,2.93,1.63,2024-05-21,0516,A,78,6.1NRT,288.78,127.4,D
50.1516,135.21574,342.66,2.94,1.63,2024-05-21,0516,A,79,6.1NRT,286.74,217.9,D
50.15,135.17534,324.12,2.93,1.63,2024-05-21,0516,A,77,6.1NRT,288.25,96.75,D
48.84114,121.66476,312.4,1.04,1.02,2024-05-21,0516,A,32,6.1NRT,297.58,6.21,D
48.84997,121.6614,322.19,1.04,1.02,2024-05-21,0516,A,77,6.1NRT,298.92,15.75,D
50.34334,136.88277,311.14,3.6,1.78,2024-05-21,0516,A,40,6.1NRT,295.46,40.06,D
52.66949,123.6391,356.91,1.03,1.02,2024-05-21,0516,A,93,6.1NRT,293.97,81.17,D
53.4063,119.59102,316.87,1.03,1.02,2024-05-21,0516,A,45,6.1NRT,281.72,15.11,D
53.42519,119.53395,336.39,1.04,1.02,2024-05-21,0516,A,83,6.1NRT,286.54,36.5,D
53.43398,119.53001,344.78,1.04,1.02,2024-05-21,0516,A,87,6.1NRT,282.72,52.3,D
54.09127,122.95816,311.54,1.03,1.02,2024-05-21,0516,A,71,6.1NRT,282.21,10.75,D
57.94597,107.08154,306.97,2.06,1.4,2024-05-21,0518,A,65,6.1NRT,289.24,22.41,D
57.95723,107.0713,308.71,2.06,1.4,2024-05-21,0518,A,67,6.1NRT,288.54,25.48,D
57.94762,107.07233,319.38,2.06,1.4,2024-05-21,0518,A,79,6.1NRT,289.95,51.9,D
58.08456,107.17536,308.85,2.02,1.38,2024-05-21,0518,A,68,6.1NRT,289.53,22.25,D
58.07695,107.1452,303.39,2.02,1.39,2024-05-21,0518,A,16,6.1NRT,288.58,12.17,D
57.98907,106.80003,300.81,2.1,1.41,2024-05-21,0518,A,42,6.1NRT,289.71,12.6,D
58.07573,107.18005,317.7,2.02,1.38,2024-05-21,0518,A,78,6.1NRT,289.63,42.14,D
58.06789,107.14963,302.98,2.02,1.39,2024-05-21,0518,A,54,6.1NRT,289.46,13.1,D
58.05986,107.11855,310.95,2.03,1.39,2024-05-21,0518,A,71,6.1NRT,288.92,26.93,D
58.0518,107.08737,303.36,2.04,1.39,2024-05-21,0518,A,56,6.1NRT,288.51,14.89,D
58.13472,107.08761,302.24,2.02,1.39,2024-05-21,0518,A,50,6.1NRT,288.37,13.92,D
58.14499,107.10871,300.85,2.02,1.38,2024-05-21,0518,A,29,6.1NRT,288.26,10.78,D
57.87344,105.86605,316.11,2.3,1.47,2024-05-21,0518,A,76,6.1NRT,288.47,53.34,D
58.42422,107.65448,302.48,1.88,1.34,2024-05-21,0518,A,52,6.1NRT,289.97,11.28,D
58.44987,107.59719,314.57,1.89,1.34,2024-05-21,0518,A,75,6.1NRT,290.4,33.57,D
58.42031,107.37051,308.05,1.93,1.36,2024-05-21,0518,A,66,6.1NRT,289.74,20.67,D
58.42076,107.39834,300.02,1.92,1.35,2024-05-21,0518,A,8,6.1NRT,288.78,7.84,D
58.41336,107.3692,304.43,1.93,1.36,2024-05-21,0518,A,59,6.1NRT,289.45,13.63,D
61.34882,112.80386,360.94,1.09,1.04,2024-05-21,0518,A,94,6.1NRT,279.74,106.06,D
61.34534,112.78481,310.49,1.09,1.04,2024-05-21,0518,A,39,6.1NRT,274.39,15.95,D
60.418,96.48424,325.81,3.8,1.82,2024-05-21,0518,A,84,6.1NRT,286.66,176.81,D
60.43027,96.54308,303.78,3.78,1.82,2024-05-21,0518,A,57,6.1NRT,284.15,48.59,D
60.41013,96.48602,321.91,3.8,1.82,2024-05-21,0518,A,81,6.1NRT,286.41,147.13,D
60.43588,96.27425,301.99,3.85,1.83,2024-05-21,0518,A,50,6.1NRT,286.72,42.33,D
60.41645,96.21894,304.45,3.87,1.83,2024-05-21,0518,A,59,6.1NRT,286.93,53.09,D
60.4419,96.26431,301.22,3.85,1.83,2024-05-21,0518,A,45,6.1NRT,286.67,39.19,D
60.42213,96.20879,303.31,3.87,1.83,2024-05-21,0518,A,56,6.1NRT,286.84,48.45,D
60.84545,97.3719,301.72,3.39,1.74,2024-05-21,0518,A,37,6.1NRT,284.78,35.89,D
60.82875,97.32255,304.99,3.41,1.74,2024-05-21,0518,A,57,6.1NRT,285.45,47.82,D
41.01277,71.64058,319.16,1.04,1.02,2024-05-21,0538,T,70,6.1NRT,299.55,6.08,D
40.99178,71.59748,322.17,1.04,1.02,2024-05-21,0538,T,77,6.1NRT,297.56,9.55,D
40.79858,72.32947,322.66,1.09,1.04,2024-05-21,0538,T,67,6.1NRT,297.72,10.36,D
40.74495,72.32091,316.39,1.09,1.04,2024-05-21,0538,T,41,6.1NRT,298.17,7.1,D
40.65599,72.23749,317.63,1.09,1.04,2024-05-21,0538,T,50,6.1NRT,297.78,8.34,D
40.86573,69.5269,325.39,1,1,2024-05-21,0538,T,79,6.1NRT,297.7,17.54,D
40.8641,69.53848,314.19,1,1,2024-05-21,0538,T,61,6.1NRT,297.94,6.68,D
40.55224,70.96268,319.4,1.02,1.01,2024-05-21,0538,T,36,6.1NRT,299.79,6.82,D
39.85125,70.57453,312.15,1.01,1.01,2024-05-21,0538,T,59,6.1NRT,295.82,4.65,D
39.84949,70.58598,311.2,1.02,1.01,2024-05-21,0538,T,57,6.1NRT,295.76,4.06,D
39.76957,66.90672,310.05,1.12,1.06,2024-05-21,0538,T,32,6.1NRT,296.92,5.23,D
39.76804,66.91955,311.06,1.12,1.06,2024-05-21,0538,T,51,6.1NRT,297.53,6.07,D
39.76111,66.92532,309.89,1.12,1.06,2024-05-21,0538,T,51,6.1NRT,297.36,5.56,D
32.42169,74.04901,330.42,1.9,1.35,2024-05-21,0540,T,47,6.1NRT,311.16,22.5,D
32.39521,73.83455,330.28,1.85,1.33,2024-05-21,0540,T,69,6.1NRT,313.03,22.48,D
31.9663,73.82758,334.35,1.89,1.34,2024-05-21,0540,T,77,6.1NRT,313.72,35.07,D
32.0597,72.39948,329.77,1.52,1.22,2024-05-21,0540,T,60,6.1NRT,312.37,18.93,D
31.63888,74.09843,330.97,2,1.38,2024-05-21,0540,T,73,6.1NRT,311.29,25.95,D
31.16501,75.90034,324.08,2.71,1.58,2024-05-21,0540,T,66,6.1NRT,304.28,26.63,D
31.74562,72.72433,335.98,1.62,1.25,2024-05-21,0540,T,77,6.1NRT,312.63,39.04,D
31.32611,74.83671,329.62,2.28,1.46,2024-05-21,0540,T,74,6.1NRT,308.67,33.03,D
31.32741,74.8305,329.39,2.28,1.46,2024-05-21,0540,T,73,6.1NRT,308.43,31.39,D
31.15286,75.5494,325.2,2.57,1.54,2024-05-21,0540,T,55,6.1NRT,305.45,29.31,D
31.42424,73.7723,333.68,1.92,1.35,2024-05-21,0540,T,75,6.1NRT,311.24,34.66,D
31.41863,73.76521,335.26,1.92,1.35,2024-05-21,0540,T,77,6.1NRT,310.68,41.6,D
31.40972,73.62183,329.05,1.88,1.34,2024-05-21,0540,T,62,6.1NRT,310.71,19.17,D
31.5943,72.53762,328.23,1.58,1.24,2024-05-21,0540,T,47,6.1NRT,311.28,16.71,D
31.31228,73.83276,332.44,1.95,1.36,2024-05-21,0540,T,72,6.1NRT,311.1,29.86,D
30.9291,74.94711,332.57,2.37,1.49,2024-05-21,0540,T,77,6.1NRT,310.42,36.54,D
30.83157,75.43317,327.64,2.57,1.54,2024-05-21,0540,T,63,6.1NRT,305.24,37.68,D
30.67274,75.58038,326.01,2.65,1.56,2024-05-21,0540,T,63,6.1NRT,305.27,35.45,D
30.66642,75.57318,326.99,2.65,1.56,2024-05-21,0540,T,66,6.1NRT,305.5,37.55,D
30.31478,76.13602,328.33,2.96,1.64,2024-05-21,0540,T,69,6.1NRT,305.54,51.46,D
30.3129,76.12894,328.48,2.96,1.64,2024-05-21,0540,T,69,6.1NRT,305.91,51.18,D
30.73197,71.96068,329.15,1.52,1.22,2024-05-21,0540,T,59,6.1NRT,312.21,17.6,D
30.08263,74.6528,330.97,2.37,1.49,2024-05-21,0540,T,71,6.1NRT,311.64,24.94,D
30.01332,68.56833,339.87,1.06,1.03,2024-05-21,0540,T,86,6.1NRT,318.99,24.9,D
28.35176,67.8818,342.55,1.05,1.02,2024-05-21,0540,T,86,6.1NRT,318.71,25.62,D
28.35015,67.89217,333.43,1.05,1.02,2024-05-21,0540,T,73,6.1NRT,318.66,9.88,D
28.14829,67.70242,336.41,1.04,1.02,2024-05-21,0540,T,72,6.1NRT,319.1,11.52,D
28.12042,67.70113,346.69,1.04,1.02,2024-05-21,0540,T,90,6.1NRT,316.9,33,D
28.11885,67.7114,340.9,1.04,1.02,2024-05-21,0540,T,84,6.1NRT,317.58,21.67,D
27.97357,67.63522,334.44,1.04,1.02,2024-05-21,0540,T,76,6.1NRT,317.02,12.24,D
27.68357,67.65573,336.14,1.04,1.02,2024-05-21,0540,T,78,6.1NRT,316.53,14.54,D
27.68198,67.666,336.37,1.04,1.02,2024-05-21,0540,T,79,6.1NRT,315.93,15.67,D
27.66303,67.66685,331.64,1.04,1.02,2024-05-21,0540,T,69,6.1NRT,316.58,8.45,D
27.64353,67.67369,339.18,1.04,1.02,2024-05-21,0540,T,82,6.1NRT,317.22,19.35,D
27.63616,67.66169,332.66,1.04,1.02,2024-05-21,0540,T,69,6.1NRT,317.38,10.97,D
27.63457,67.67197,349.11,1.04,1.02,2024-05-21,0540,T,92,6.1NRT,316.44,40.85,D
27.56046,67.67249,337.46,1.05,1.02,2024-05-21,0540,T,62,6.1NRT,311.64,22.29,D
27.55149,67.67077,334.56,1.05,1.02,2024-05-21,0540,T,66,6.1NRT,310.76,19.63,D
27.45165,67.83743,335.05,1.06,1.03,2024-05-21,0540,T,76,6.1NRT,318.02,13.28,D
27.36886,67.83215,337.35,1.06,1.03,2024-05-21,0540,T,79,6.1NRT,318.48,16.4,D
27.17036,67.56258,335.34,1.04,1.02,2024-05-21,0540,T,75,6.1NRT,318.2,13.18,D
27.16877,67.57284,331.95,1.05,1.02,2024-05-21,0540,T,68,6.1NRT,317.31,8.39,D
24.85172,75.29245,329.91,3.49,1.76,2024-05-21,0540,T,50,6.1NRT,307.65,52.72,D
24.85602,75.28648,330.92,3.49,1.76,2024-05-21,0540,T,59,6.1NRT,307.57,62.14,D
25.46798,66.2804,320.14,1.01,1,2024-05-21,0540,T,24,6.1NRT,306.4,9.85,D
63.92204,77.64443,303.36,3.13,1.68,2024-05-21,0707,T,0,6.1NRT,278.22,47.67,D
61.98073,68.56918,305.68,2.03,1.39,2024-05-21,0709,T,62,6.1NRT,293.05,13.15,D
60.71122,72.52924,301.06,3.13,1.68,2024-05-21,0709,T,44,6.1NRT,290.26,18.44,D
60.71228,72.52257,301.44,3.13,1.68,2024-05-21,0709,T,47,6.1NRT,290.31,19.95,D
61.09891,70.19037,302.05,2.51,1.52,2024-05-21,0709,T,48,6.1NRT,292.04,12.75,D
60.76057,69.33209,302.22,2.43,1.5,2024-05-21,0709,T,0,6.1NRT,292.02,12.87,D
34.60832,126.63594,315.37,1.05,1.02,2024-05-21,0512,A,65,6.1NRT,299.37,10.06,D
36.873,117.08672,308.95,3.18,1.69,2024-05-21,0514,A,34,6.1NRT,287.44,17.02,D
40.2994,122.17046,320.73,1.32,1.14,2024-05-21,0514,A,29,6.1NRT,306.12,10.68,D
40.6496,122.48909,322.22,1.26,1.11,2024-05-21,0514,A,77,6.1NRT,306.32,11.21,D
40.74163,122.83276,323.87,1.21,1.09,2024-05-21,0514,A,18,6.1NRT,303.53,15.75,D
40.8373,122.71686,320.98,1.22,1.1,2024-05-21,0514,A,66,6.1NRT,306.84,8.22,D
40.88503,122.70168,322.72,1.22,1.1,2024-05-21,0514,A,53,6.1NRT,307.95,10.64,D
41.16554,122.93062,324.64,1.18,1.08,2024-05-21,0514,A,49,6.1NRT,306.41,9.92,D
41.39962,123.95673,314.37,1.08,1.04,2024-05-21,0514,A,29,6.1NRT,301.87,7.05,D
41.39754,123.9442,316.01,1.08,1.04,2024-05-21,0514,A,46,6.1NRT,302.27,7.99,D
41.36331,123.29944,316.74,1.14,1.06,2024-05-21,0514,A,47,6.1NRT,300.94,5.66,D
41.14748,122.02863,317.04,1.29,1.13,2024-05-21,0514,A,49,6.1NRT,303.05,8.42,D
41.39712,123.35269,320.89,1.13,1.06,2024-05-21,0514,A,73,6.1NRT,303.69,10.83,D
41.39033,123.25784,323.46,1.14,1.06,2024-05-21,0514,A,73,6.1NRT,299.91,13.62,D
41.3864,122.37011,320.86,1.24,1.1,2024-05-21,0514,A,34,6.1NRT,304.02,8.55,D
41.396,122.36698,322.04,1.24,1.1,2024-05-21,0514,A,41,6.1NRT,303.61,10.05,D
41.51086,122.826,321.4,1.18,1.08,2024-05-21,0514,A,61,6.1NRT,306.3,11.61,D
41.50843,122.81236,319.79,1.18,1.08,2024-05-21,0514,A,50,6.1NRT,305.57,9.86,D
41.6348,123.05084,319.8,1.15,1.07,2024-05-21,0514,A,60,6.1NRT,305.09,8.02,D
41.73017,123.54533,318.87,1.1,1.05,2024-05-21,0514,A,50,6.1NRT,301.16,6.2,D
41.71796,123.2482,321.31,1.13,1.06,2024-05-21,0514,A,32,6.1NRT,305.47,9.06,D
41.7157,123.23505,321.38,1.13,1.06,2024-05-21,0514,A,32,6.1NRT,305.29,8.63,D
41.75216,123.19051,324.72,1.13,1.06,2024-05-21,0514,A,39,6.1NRT,306.4,10.58,D
41.74986,123.17733,323.27,1.13,1.06,2024-05-21,0514,A,28,6.1NRT,303.76,8.68,D
41.85138,123.5433,322.26,1.1,1.05,2024-05-21,0514,A,59,6.1NRT,304.13,9.83,D
41.84921,123.53048,324.28,1.1,1.05,2024-05-21,0514,A,75,6.1NRT,307.35,11.47,D
41.82785,123.2914,336.78,1.12,1.06,2024-05-21,0514,A,85,6.1NRT,305.06,27.69,D
41.83928,123.30161,324.54,1.12,1.05,2024-05-21,0514,A,44,6.1NRT,306.57,11.75,D
41.90045,123.5621,321.2,1.1,1.04,2024-05-21,0514,A,46,6.1NRT,304.64,9.17,D
41.86546,123.18995,316.94,1.13,1.06,2024-05-21,0514,A,47,6.1NRT,301.52,5.83,D
42.15182,124.87187,311.93,1.02,1.01,2024-05-21,0514,A,50,6.1NRT,299.11,6.58,D
41.89723,123.31806,318.36,1.12,1.05,2024-05-21,0514,A,32,6.1NRT,303.4,5.62,D
41.93293,123.47086,319.26,1.1,1.05,2024-05-21,0514,A,42,6.1NRT,303.29,6.21,D
42.35897,125.50315,313.1,1,1,2024-05-21,0514,A,62,6.1NRT,299.58,4.46,D
43.04679,124.06974,371.43,1.04,1.02,2024-05-21,0514,A,100,6.1NRT,306.8,116.5,D
43.04479,124.05736,357.77,1.04,1.02,2024-05-21,0514,A,99,6.1NRT,306.42,73.57,D
44.19334,133.04347,319.02,1.93,1.36,2024-05-21,0514,A,77,6.1NRT,297.19,33.53,D
44.94026,133.74001,314.07,2.15,1.43,2024-05-21,0514,A,73,6.1NRT,298.07,25.72,D
13.2669,104.35732,310.9,1.57,1.24,2024-05-21,0644,A,27,6.1NRT,281.92,11.62,D
14.68471,107.94331,313.05,1.01,1.01,2024-05-21,0644,A,52,6.1NRT,294.42,4.23,D
17.26344,96.93212,313.11,4.79,2,2024-05-21,0646,A,0,6.1NRT,287.29,56.1,D
19.77628,105.22187,353.51,1.12,1.06,2024-05-21,0646,A,97,6.1NRT,297.21,74.81,D
19.77465,105.21146,322.87,1.12,1.06,2024-05-21,0646,A,75,6.1NRT,295.82,16.09,D
20.93164,106.0642,315.2,1.03,1.01,2024-05-21,0646,A,25,6.1NRT,290.46,5.92,D
20.56809,102.89497,327.93,1.48,1.2,2024-05-21,0646,A,63,6.1NRT,286.6,39.53,D
21.39923,107.35736,312.64,1,1,2024-05-21,0646,A,35,6.1NRT,292.13,7.51,D
20.76377,102.54388,335.29,1.55,1.23,2024-05-21,0646,A,77,6.1NRT,290.5,57.07,D
21.40537,106.33154,331.84,1.01,1.01,2024-05-21,0646,A,84,6.1NRT,295.9,24.94,D
21.60525,106.94276,309.92,1,1,2024-05-21,0646,A,44,6.1NRT,278.81,7.74,D
21.71968,107.34319,311.54,1,1,2024-05-21,0646,A,46,6.1NRT,288.73,7.28,D
21.87396,106.06575,311.23,1.02,1.01,2024-05-21,0646,A,58,6.1NRT,290.78,5.66,D
23.34255,106.83207,325.93,1,1,2024-05-21,0646,A,82,6.1NRT,296.36,19.21,D
23.99592,104.66287,312.44,1.07,1.03,2024-05-21,0646,A,20,6.1NRT,294.42,5.03,D
24.45894,105.506,312.07,1.01,1.01,2024-05-21,0648,A,68,6.1NRT,283.7,11.37,D
28.61374,104.93114,314.78,1,1,2024-05-21,0648,A,37,6.1NRT,296.52,5.14,D
28.756,104.83528,320.05,1,1,2024-05-21,0648,A,26,6.1NRT,303.07,6.73,D
28.8641,104.32389,324,1.02,1.01,2024-05-21,0648,A,64,6.1NRT,306.79,12.82,D
29.24656,102.81799,311.52,1.11,1.05,2024-05-21,0648,A,31,6.1NRT,298.77,5.38,D
57.41724,60.09644,310.07,1.49,1.21,2024-05-21,0709,T,38,6.1NRT,295.73,8.91,D
57.06396,60.86929,305.13,1.63,1.26,2024-05-21,0709,T,35,6.1NRT,292.37,6.32,D
56.86363,59.89282,311.51,1.52,1.22,2024-05-21,0709,T,49,6.1NRT,298.78,12.09,D
59.13348,37.8155,307.72,2.94,1.63,2024-05-21,0709,T,0,6.1NRT,294.63,33.86,D
56.86117,44.76873,301.85,1.43,1.18,2024-05-21,0712,T,48,6.1NRT,287.47,6.57,D
53.45348,59.02964,312.03,1.78,1.31,2024-05-21,0712,T,51,6.1NRT,298.54,14.37,D
53.10084,59.77092,315.51,1.97,1.37,2024-05-21,0712,T,73,6.1NRT,300.28,22.06,D
52.64301,58.80939,313.96,1.85,1.33,2024-05-21,0712,T,54,6.1NRT,299.89,13.42,D
53.19975,53.26694,321.21,1.11,1.05,2024-05-21,0712,T,62,6.1NRT,309.42,8.23,D
54.16372,37.73195,314.07,2.73,1.58,2024-05-21,0712,T,70,6.1NRT,296.46,35.05,D
51.65164,52.54627,329.34,1.11,1.05,2024-05-21,0712,T,81,6.1NRT,306.01,18.06,D
50.35345,57.12576,315.08,1.81,1.32,2024-05-21,0712,T,48,6.1NRT,300.07,17.06,D
50.34127,57.13917,312.11,1.81,1.32,2024-05-21,0712,T,25,6.1NRT,299.55,11.54,D
51.58932,50.30604,322.29,1.01,1.01,2024-05-21,0712,T,69,6.1NRT,307.07,8.38,D
51.58715,50.32008,319.36,1.01,1.01,2024-05-21,0712,T,40,6.1NRT,306.81,6.06,D
52.25523,45.01801,324.71,1.22,1.1,2024-05-21,0712,T,64,6.1NRT,307.54,13.43,D
52.30079,44.16628,321.07,1.31,1.14,2024-05-21,0712,T,33,6.1NRT,306.77,9.21,D
52.54458,39.64509,319.14,2.12,1.42,2024-05-21,0712,T,42,6.1NRT,298.04,36.67,D
51.58929,40.63881,323.66,1.85,1.33,2024-05-21,0712,T,75,6.1NRT,302.83,30.7,D
51.57747,40.63684,343.41,1.85,1.33,2024-05-21,0712,T,91,6.1NRT,304.92,98.09,D
46.47325,49.72678,366.86,1.09,1.04,2024-05-21,0714,T,100,6.1NRT,321.89,98.7,D
46.47098,49.74039,347.65,1.09,1.04,2024-05-21,0714,T,93,6.1NRT,317.37,44.27,D
46.46196,49.73726,357.32,1.09,1.04,2024-05-21,0714,T,98,6.1NRT,317.19,69.67,D
46.25564,48.29432,322.98,1.02,1.01,2024-05-21,0714,T,51,6.1NRT,309.67,10.36,D
45.3576,43.30638,318.6,1.17,1.08,2024-05-21,0714,T,46,6.1NRT,305.84,7.91,D
44.70652,44.13662,320.11,1.08,1.04,2024-05-21,0714,T,40,6.1NRT,302.71,10.23,D
37.37219,46.1993,304.39,1.07,1.03,2024-05-21,0716,T,26,6.1NRT,284.56,4.51,D
36.63003,48.59547,314.55,1.39,1.17,2024-05-21,0716,T,70,6.1NRT,292.85,13.36,D
37.00908,46.20567,305.87,1.08,1.04,2024-05-21,0716,T,38,6.1NRT,284.37,4.47,D
36.21371,50.15228,313.59,1.75,1.3,2024-05-21,0716,T,17,6.1NRT,295.24,11.76,D
36.48912,48.63649,309.18,1.41,1.18,2024-05-21,0716,T,35,6.1NRT,293.78,7.75,D
36.23287,49.93922,312.1,1.7,1.28,2024-05-21,0716,T,46,6.1NRT,294.69,11.46,D
36.43772,48.79945,313.51,1.44,1.19,2024-05-21,0716,T,65,6.1NRT,295.44,10.08,D
36.22533,49.91793,313.28,1.69,1.28,2024-05-21,0716,T,44,6.1NRT,294.77,12.77,D
36.42746,48.79647,312.66,1.44,1.19,2024-05-21,0716,T,60,6.1NRT,296.46,9.17,D
36.95504,45.37201,310.07,1.03,1.01,2024-05-21,0716,T,36,6.1NRT,288,6.97,D
36.66125,46.57104,314,1.12,1.06,2024-05-21,0716,T,30,6.1NRT,291.86,9.86,D
36.57851,46.22036,311.96,1.09,1.04,2024-05-21,0716,T,42,6.1NRT,293.93,6.46,D
36.55124,46.21361,319.35,1.09,1.04,2024-05-21,0716,T,22,6.1NRT,293.31,11.8,D
36.48817,46.20414,321.07,1.09,1.04,2024-05-21,0716,T,57,6.1NRT,293.07,13.82,D
36.04514,48.51268,311.26,1.42,1.18,2024-05-21,0716,T,23,6.1NRT,294.8,9.5,D
36.40815,45.37399,312.67,1.04,1.02,2024-05-21,0716,T,56,6.1NRT,295.58,8.34,D
