"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-02-11","-2.4","6.1","-8.3"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-02-12","0.8","12.2","-6.7"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-02-13","0.7","6.7","-6.7"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-02-14","0.9","5.0","-4.4"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-02-15","3.2","12.2","-2.2"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-02-16","2.7","10.6","-3.3"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-02-17","3.6","7.2","0.0"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-02-18","3.4","6.7","-2.2"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-02-19","3.0","3.3","2.2"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-02-20","2.0","2.8","0.6"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-02-21","1.7","5.6","-1.1"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-02-22","1.7","9.4","-3.3"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-02-23","1.2","7.8","-5.0"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-02-24","3.8","10.0","-3.3"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-02-25","5.2","9.4","-2.8"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-02-26","5.7","10.0","2.2"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-02-27","3.4","10.6","-2.2"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-02-28","3.8","8.9","-3.9"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-02-29","4.8","8.9","0.6"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-03-01","1.6","6.7","-1.1"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-03-02","-0.4","3.9","-3.3"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-03-03","1.3","6.1","-3.3"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-03-04","2.3","7.2","-2.2"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-03-05","3.1","8.3","-3.9"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-03-06","2.5","7.2","-2.8"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-03-07","2.6","7.8","-1.1"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-03-08","1.7","8.9","-3.3"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-03-09","2.9","7.2","-5.0"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-03-10","3.7","6.1","1.7"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-03-11","4.7","9.4","-0.6"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-03-12","4.7","10.6","-0.6"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-03-13","2.5","8.9","-3.3"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-03-14","-0.1","5.0","-5.0"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-03-15","-1.1","0.6","-2.2"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-03-16","1.9","6.7","-0.6"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-03-17","3.6","9.4","0.0"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-03-18","6.3","12.8","0.0"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-03-19","8.2","15.0","-0.6"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-03-20","10.6","16.1","5.0"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-03-21","10.3","15.0","3.9"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-03-22","8.7","12.2","3.9"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-03-23","3.1","9.4","-2.2"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-03-24","0.7","4.4","-3.9"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-03-25","3.4","9.4","-2.2"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-03-26","4.7","11.1","-2.2"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-03-27","6.2","9.4","1.7"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-03-28","5.4","12.2","1.1"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-03-29","2.3","6.7","-1.7"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-03-30","-1.8","-1.1","-2.2"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-03-31","-0.8","2.2","-3.3"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-04-01","2.2","7.2","-2.8"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-04-02","7.8","15.6","1.1"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-04-03","9.0","12.8","3.9"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-04-04","2.3","7.8","-5.6"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-04-05","-2.7","2.2","-7.2"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-04-06","0.6","5.6","-7.8"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-04-07","2.0","7.8","-5.0"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-04-08","3.8","8.9","-1.1"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-04-09","6.7","15.6","-1.7"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-04-10","11.2","17.8","2.8"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-04-11","13.1","20.0","3.3"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-04-12","12.2","16.7","6.1"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-04-13","5.3","10.0","-2.2"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-04-14","-0.3","3.9","-3.9"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-04-15","5.6","14.4","-2.2"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-04-16","10.6","16.7","2.2"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-04-17","13.6","20.0","3.3"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-04-18","12.7","18.3","6.1"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-04-19","13.3","20.0","6.1"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-04-20","14.7","20.6","5.0"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-04-21","16.7","22.2","7.8"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-04-22","16.5","21.1","7.8"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-04-23","13.2","17.2","8.9"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-04-24","10.1","16.1","2.8"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-04-25","9.8","16.1","3.9"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-04-26","6.0","11.7","1.7"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-04-27","8.7","15.6","2.2"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-04-28","10.6","16.1","0.6"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-04-29","13.1","17.8","8.3"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-04-30","12.6","18.9","3.3"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-05-01","10.9","17.8","5.0"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-05-02","12.3","18.3","3.3"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-05-03","13.1","19.4","3.3"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-05-04","9.3","14.4","1.7"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-05-05","4.3","10.0","-1.1"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-05-06","7.7","13.9","-1.1"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-05-07","11.5","17.8","4.4"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-05-08","7.3","13.3","1.7"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-05-09","8.7","15.6","2.2"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-05-10","10.0","16.1","2.8"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-05-11","12.5","20.0","3.3"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-05-12","16.6","22.2","6.7"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-05-13","18.1","22.2","12.8"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-05-14","16.7","22.8","8.9"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-05-15","18.2","25.0","9.4"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-05-16","19.2","26.1","11.7"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-05-17","19.9","25.0","12.8"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-05-18","17.3","23.3","10.6"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-05-19","16.1","21.7","6.7"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-05-20","13.2","19.4","5.6"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-05-21","11.4","18.3","6.1"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-05-22","15.3","20.6","7.8"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-05-23","13.9","20.0","4.4"
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","2024-05-24","12.1","18.3","5.0"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-01-01",,"18.9","6.7"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-01-02",,"16.7","5.0"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-01-03",,"20.6","6.7"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-01-04",,"21.7","5.6"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-01-05",,"21.1","8.3"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-01-06",,"16.1","6.7"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-01-07",,"16.7","8.9"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-01-08",,"17.2","7.8"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-01-09",,"11.7","2.8"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-01-10",,"20.6","6.7"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-01-11",,"16.7","3.3"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-01-12",,"12.8","1.7"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-01-13",,"15.0","0.0"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-01-14",,"17.8","2.2"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-01-15",,"15.0","2.8"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-01-16",,"16.7","1.1"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-01-17",,"16.7","4.4"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-01-18",,"17.2","3.3"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-01-19",,"20.0","6.1"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-01-20",,"18.9","7.8"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-01-21",,"20.0","11.7"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-01-22",,"15.0","12.8"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-01-23",,"20.6","11.7"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-01-24",,"17.8","8.9"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-01-25",,"21.1","8.9"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-01-26",,"23.3","10.6"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-01-27",,"21.7","7.8"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-01-28",,"23.3","8.3"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-01-29",,"24.4","9.4"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-01-30",,"25.0","8.9"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-01-31",,"22.8","10.0"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-02-01",,"22.8","10.6"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-02-02",,"19.4","10.0"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-02-03",,"20.0","8.3"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-02-04",,"14.4","11.1"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-02-05",,"14.4","10.6"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-02-06",,"14.4","10.6"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-02-07",,"17.8","9.4"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-02-08",,"16.7","8.9"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-02-09",,"16.1","7.2"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-02-10",,"18.9","9.4"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-02-11",,"18.3","7.8"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-02-12",,"18.3","5.6"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-02-13",,"18.9","5.6"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-02-14",,"18.9","7.2"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-02-15",,"22.8","8.9"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-02-16",,"21.7","8.9"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-02-17",,"23.3","11.1"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-02-18",,"23.9","13.3"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-02-19",,"24.4","15.6"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-02-20",,"22.2","15.6"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-02-21",,"23.3","11.7"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-02-22",,"23.9","11.1"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-02-23",,"25.6","11.7"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-02-24",,"25.6","12.2"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-02-25",,"25.0","10.6"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-02-26",,"25.6","12.2"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-02-27",,"25.6","14.4"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-02-28",,"26.1","13.3"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-02-29",,"27.2","10.0"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-03-01",,"25.6","16.7"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-03-02",,"24.4","17.2"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-03-03",,"24.4","15.0"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-03-04",,"23.3","13.3"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-03-05",,"23.3","11.7"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-03-06",,"25.0","10.0"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-03-07",,"26.1","16.1"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-03-08",,"26.7","15.6"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-03-09",,"24.4","9.4"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-03-10",,"22.8","10.0"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-03-11",,"26.1","12.2"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-03-12",,"25.0","17.2"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-03-13",,"27.2","15.0"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-03-14",,"25.0","13.9"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-03-15",,"20.0","13.9"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-03-16",,"18.9","11.7"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-03-17",,"24.4","11.7"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-03-18",,"32.2","12.2"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-03-19",,"30.6","14.4"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-03-20",,"31.1","13.9"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-03-21",,"31.7","16.7"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-03-22",,"31.1","20.6"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-03-23",,"27.8","17.2"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-03-24",,"22.8","14.4"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-03-25",,"25.0","12.8"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-03-26",,"27.2","15.6"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-03-27",,"29.4","13.9"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-03-28",,"30.6","20.0"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-03-29",,"26.7","17.2"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-03-30",,"18.3","12.2"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-03-31",,"23.3","9.4"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-04-01",,"27.2","11.1"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-04-02",,"31.1","17.8"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-04-03",,"31.7","14.4"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-04-04",,"29.4","15.0"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-04-05",,"21.1","12.2"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-04-06",,"22.8","10.6"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-04-07",,"22.8","10.6"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-04-08",,"29.4","17.2"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-04-09",,"31.7","18.3"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-04-10",,"33.9","15.0"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-04-11",,"35.6","18.3"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-04-12",,"36.7","18.3"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-04-13",,"30.0","20.0"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-04-14",,"25.0","15.0"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-04-15",,"27.8","11.7"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-04-16",,"33.3","15.0"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-04-17",,"35.6","19.4"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-04-18",,"35.0","20.6"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-04-19",,"36.1","21.7"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-04-20",,"38.3","22.2"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-04-21",,"39.4","21.7"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-04-22",,"40.6","22.2"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-04-23",,"37.2","26.1"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-04-24",,"34.4","22.8"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-04-25",,"33.3","21.7"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-04-26",,"26.1","16.7"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-04-27",,"32.8","18.3"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-04-28",,"34.4","20.0"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-04-29",,"35.0","23.9"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-04-30",,"36.7","21.1"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-05-01",,"35.6","24.4"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-05-02",,"35.6","21.1"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-05-03",,"37.2","21.1"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-05-04",,"33.9","21.7"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-05-05",,"28.3","18.9"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-05-06",,"31.1","14.4"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-05-07",,"35.6","17.2"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-05-08",,"30.6","20.6"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-05-09",,"34.4","20.0"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-05-10",,"33.9","21.7"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-05-11",,"37.8","21.7"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-05-12",,"40.6","23.9"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-05-13",,,
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-05-14",,"41.1","28.3"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-05-15",,"42.2","26.7"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-05-16",,"43.3","28.3"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-05-17",,"42.8","30.0"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-05-18",,"40.6","30.0"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-05-19",,"40.0","27.8"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-05-20",,"37.8","26.7"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-05-21",,"35.6","25.6"
"USC00042319","DEATH VALLEY NATIONAL PARK, CA US","2024-05-22",,"40.0","23.3"
"USW00053139","STOVEPIPE WELLS 1 SW, CA US","2024-01-01",,"17.8","6.1"
"USW00053139","STOVEPIPE WELLS 1 SW, CA US","2024-01-02",,"16.0","5.6"
"USW00053139","STOVEPIPE WELLS 1 SW, CA US","2024-01-03",,"18.1","6.4"
"USW00053139","STOVEPIPE WELLS 1 SW, CA US","2024-01-04",,"20.7","12.1"
"USW00053139","STOVEPIPE WELLS 1 SW, CA US","2024-01-05",,"20.6","7.3"
"USW00053139","STOVEPIPE WELLS 1 SW, CA US","2024-01-06",,"14.3","6.8"
"USW00053139","STOVEPIPE WELLS 1 SW, CA US","2024-01-07",,"15.8","9.2"
"USW00053139","STOVEPIPE WELLS 1 SW, CA US","2024-01-08",,"15.6","6.3"
"USW00053139","STOVEPIPE WELLS 1 SW, CA US","2024-01-09",,"11.1","1.5"
"USW00053139","STOVEPIPE WELLS 1 SW, CA US","2024-01-10",,"12.0","-3.2"
"USW00053139","STOVEPIPE WELLS 1 SW, CA US","2024-01-11",,"15.3","5.0"
"USW00053139","STOVEPIPE WELLS 1 SW, CA US","2024-01-12",,"11.2","2.1"
"USW00053139","STOVEPIPE WELLS 1 SW, CA US","2024-01-13",,"13.2","0.0"
"USW00053139","STOVEPIPE WELLS 1 SW, CA US","2024-01-14",,"16.2","1.3"
"USW00053139","STOVEPIPE WELLS 1 SW, CA US","2024-01-15",,"14.3","3.8"
"USW00053139","STOVEPIPE WELLS 1 SW, CA US","2024-01-16",,"15.2","1.5"
"USW00053139","STOVEPIPE WELLS 1 SW, CA US","2024-01-17",,"15.9","4.4"
"USW00053139","STOVEPIPE WELLS 1 SW, CA US","2024-01-18",,"17.1","3.2"
"USW00053139","STOVEPIPE WELLS 1 SW, CA US","2024-01-19",,"17.4","7.1"
"USW00053139","STOVEPIPE WELLS 1 SW, CA US","2024-01-20",,"18.9","7.5"
"USW00053139","STOVEPIPE WELLS 1 SW, CA US","2024-01-21",,"18.1","11.1"
"USW00053139","STOVEPIPE WELLS 1 SW, CA US","2024-01-22",,"15.1","12.3"
"USW00053139","STOVEPIPE WELLS 1 SW, CA US","2024-01-23",,"18.5","9.7"
"USW00053139","STOVEPIPE WELLS 1 SW, CA US","2024-01-24",,"16.7","8.7"
"USW00053139","STOVEPIPE WELLS 1 SW, CA US","2024-01-25",,"19.4","9.2"
"USW00053139","STOVEPIPE WELLS 1 SW, CA US","2024-01-26",,"21.1","7.2"
